Date,Fin_Market_Interest_Rates,CPI,Num_Workers(thousands),Unemployment_Rate,Work_Partic_Rate_Women,GDP(billions),Work_Partic_Rate_All,Real_GDP_per_Capita,Hourly_Wages_Private($)
1996-02-01,5.22,155.0,118734,5.5,58.9,,66.6,,
1996-03-01,5.31,155.5,118990,5.5,59.0,,66.6,,
1996-04-01,5.22,156.1,119156,5.6,59.1,8032.84,66.7,43856.0,
1996-05-01,5.24,156.4,119489,5.6,59.1,,66.7,,
1996-06-01,5.27,156.7,119770,5.3,59.0,,66.7,,
1996-07-01,5.4,157.0,120016,5.5,59.3,8131.408,66.9,44105.0,
1996-08-01,5.22,157.2,120201,5.1,59.3,,66.7,,
1996-09-01,5.3,157.7,120402,5.2,59.5,,66.9,,
1996-10-01,5.24,158.2,120663,5.2,59.6,8259.771,67.0,44421.0,
1996-11-01,5.31,158.7,120949,5.4,59.8,,67.0,,
1996-12-01,5.29,159.1,121145,5.4,59.8,,67.0,,
1997-01-01,5.25,159.4,121363,5.3,59.6,8362.655,67.0,44590.0,
1997-02-01,5.19,159.7,121675,5.2,59.5,,66.9,,
1997-03-01,5.39,159.8,121989,5.2,59.8,,67.1,,
1997-04-01,5.51,159.9,122284,5.1,59.7,8518.825,67.1,45203.0,
1997-05-01,5.5,159.9,122551,4.9,59.8,,67.1,,
1997-06-01,5.56,160.2,122816,5.0,59.7,,67.1,,
1997-07-01,5.52,160.4,123112,4.9,60.0,8662.823,67.2,45616.0,
1997-08-01,5.54,160.8,123092,4.8,59.9,,67.2,,
1997-09-01,5.54,161.2,123577,4.9,60.0,,67.1,,
1997-10-01,5.5,161.5,123923,4.7,59.8,8765.907,67.1,45862.0,
1997-11-01,5.52,161.7,124230,4.6,59.8,,67.2,,
1997-12-01,5.5,161.8,124551,4.7,60.1,,67.2,,
1998-01-01,5.56,162.0,124813,4.6,59.9,8866.48,67.1,46204.0,
1998-02-01,5.51,162.0,125018,4.6,59.9,,67.1,,
1998-03-01,5.49,162.0,125164,4.7,59.9,,67.1,,
1998-04-01,5.45,162.2,125445,4.3,59.7,8969.699,67.0,46504.0,
1998-05-01,5.49,162.6,125846,4.4,59.7,,67.0,,
1998-06-01,5.56,162.8,126077,4.5,59.7,,67.0,,
1998-07-01,5.54,163.2,126209,4.5,59.7,9121.097,67.0,46943.0,
1998-08-01,5.55,163.4,126547,4.5,59.8,,67.0,,
1998-09-01,5.51,163.5,126745,4.6,60.0,,67.2,,
1998-10-01,5.07,163.9,126950,4.5,60.0,9293.991,67.2,47555.0,
1998-11-01,4.83,164.1,127225,4.4,59.9,,67.1,,
1998-12-01,4.68,164.4,127598,4.4,60.0,,67.2,,
1999-01-01,4.63,164.7,127704,4.3,60.1,9411.682,67.2,47880.0,
1999-02-01,4.76,164.7,128118,4.4,60.0,,67.2,,
1999-03-01,4.81,164.8,128233,4.2,59.9,,67.0,,
1999-04-01,4.74,165.9,128595,4.3,60.1,9526.21,67.1,48148.0,
1999-05-01,4.74,166.0,128810,4.2,59.9,,67.1,,
1999-06-01,4.76,166.0,129088,4.3,60.1,,67.1,,
1999-07-01,4.99,166.7,129423,4.3,60.0,9686.626,67.1,48632.0,
1999-08-01,5.07,167.1,129569,4.2,60.0,,67.0,,
1999-09-01,5.22,167.8,129781,4.2,60.0,,67.0,,
1999-10-01,5.2,168.1,130179,4.1,60.1,9900.169,67.0,49281.0,
1999-11-01,5.42,168.4,130467,4.1,60.2,,67.1,,
1999-12-01,5.3,168.8,130781,4.0,60.1,,67.1,,
2000-01-01,5.45,169.3,131009,4.0,60.1,10002.179,67.3,49335.0,
2000-02-01,5.73,170.0,131120,4.1,60.0,,67.3,,
2000-03-01,5.85,171.0,131604,4.0,60.1,,67.3,,
2000-04-01,6.02,170.9,131883,3.8,60.3,10247.72,67.3,50109.0,
2000-05-01,6.27,171.2,132106,4.0,60.0,,67.1,,
2000-06-01,6.53,172.2,132060,4.0,60.0,,67.1,,
2000-07-01,6.54,172.7,132228,4.0,59.9,10318.165,66.9,50024.0,
2000-08-01,6.5,172.7,132231,4.1,59.6,,66.9,,
2000-09-01,6.52,173.6,132357,3.9,59.8,,66.9,,
2000-10-01,6.51,173.9,132352,3.9,59.7,10435.744,66.8,50190.0,
2000-11-01,6.51,174.2,132553,3.9,59.9,,66.9,,
2000-12-01,6.4,174.6,132718,3.9,59.9,,67.0,,
2001-01-01,5.98,175.6,132699,4.2,60.1,10470.231,67.2,49911.0,
2001-02-01,5.49,176.0,132786,4.2,60.0,,67.1,,
2001-03-01,5.31,176.1,132751,4.3,60.2,,67.2,,
2001-04-01,4.8,176.4,132455,4.4,59.8,10599.0,66.9,50105.0,
2001-05-01,4.21,177.3,132411,4.3,59.7,,66.7,,
2001-06-01,3.97,177.7,132296,4.5,59.7,,66.7,,
2001-07-01,3.77,177.4,132173,4.6,59.7,10598.02,66.8,49774.0,
2001-08-01,3.65,177.4,132024,4.9,59.5,,66.5,,
2001-09-01,3.07,178.1,131765,5.0,59.6,,66.8,,
2001-10-01,2.49,177.6,131452,5.3,59.7,10660.465,66.7,49783.0,
2001-11-01,2.09,177.5,131141,5.5,59.8,,66.7,,
2001-12-01,1.82,177.4,130984,5.7,59.7,,66.7,,
2002-01-01,1.73,177.7,130853,5.7,59.5,10783.5,66.5,50091.0,
2002-02-01,1.74,178.0,130732,5.7,59.9,,66.8,,
2002-03-01,1.73,178.5,130720,5.7,59.7,,66.6,,
2002-04-01,1.75,179.3,130616,5.9,59.7,10887.46,66.7,50286.0,
2002-05-01,1.75,179.5,130632,5.8,59.6,,66.7,,
2002-06-01,1.75,179.6,130682,5.8,59.6,,66.6,,
2002-07-01,1.73,180.0,130585,5.8,59.5,10984.04,66.5,50362.0,
2002-08-01,1.74,180.5,130587,5.7,59.6,,66.6,,
2002-09-01,1.75,180.8,130498,5.7,59.7,,66.7,,
2002-10-01,1.75,181.2,130621,5.7,59.6,11061.433,66.6,50302.0,
2002-11-01,1.34,181.5,130617,5.9,59.5,,66.4,,
2002-12-01,1.24,181.8,130469,6.0,59.5,,66.3,,
2003-01-01,1.24,182.6,130580,5.8,59.7,11174.129,66.4,50462.0,
2003-02-01,1.26,183.6,130443,5.9,59.6,,66.4,,
2003-03-01,1.25,183.9,130232,5.9,59.7,,66.3,,
2003-04-01,1.26,183.2,130176,6.0,59.7,11312.766,66.4,50796.0,
2003-05-01,1.26,182.9,130196,6.1,59.7,,66.4,,
2003-06-01,1.22,183.1,130192,6.3,59.9,,66.5,,
2003-07-01,1.01,183.7,130184,6.2,59.5,11566.669,66.2,51512.0,
2003-08-01,1.03,184.5,130153,6.1,59.5,,66.1,,
2003-09-01,1.01,185.1,130252,6.1,59.1,,66.1,,
2003-10-01,1.01,184.9,130439,6.0,59.3,11772.234,66.1,51986.0,
2003-11-01,1.0,185.0,130482,5.8,59.2,,66.1,,
2003-12-01,0.98,185.5,130594,5.7,59.0,,65.9,,
2004-01-01,1.0,186.3,130766,5.7,59.1,11923.447,66.1,52179.0,
2004-02-01,1.01,186.7,130822,5.6,59.2,,66.0,,
2004-03-01,1.0,187.1,131139,5.8,59.3,,66.0,,
2004-04-01,1.0,187.4,131409,5.6,59.2,12112.815,65.9,52469.0,
2004-05-01,1.0,188.2,131693,5.6,59.3,,66.0,,
2004-06-01,1.03,188.9,131789,5.6,59.3,,66.1,,
2004-07-01,1.26,189.1,131850,5.5,59.3,12305.307,66.1,52835.0,
2004-08-01,1.43,189.2,131936,5.4,59.0,,66.0,,
2004-09-01,1.61,189.8,132083,5.4,59.0,,65.8,,
2004-10-01,1.76,190.8,132435,5.5,59.0,12527.214,65.9,53242.0,
2004-11-01,1.93,191.7,132509,5.4,59.0,,66.0,,
2004-12-01,2.16,191.7,132633,5.4,59.1,,65.9,,
2005-01-01,2.28,191.6,132779,5.3,59.1,12767.286,65.8,53719.0,
2005-02-01,2.5,192.4,133033,5.4,59.1,,65.9,,
2005-03-01,2.63,193.1,133154,5.2,59.0,,65.9,,
2005-04-01,2.79,193.7,133515,5.2,59.2,12922.656,66.1,53868.0,
2005-05-01,3.0,193.6,133687,5.1,59.3,,66.1,,
2005-06-01,3.04,193.7,133939,5.0,59.2,,66.1,,
2005-07-01,3.26,194.9,134297,5.0,59.2,13142.642,66.1,54153.0,
2005-08-01,3.5,196.1,134495,4.9,59.3,,66.2,,
2005-09-01,3.62,198.8,134552,5.0,59.4,,66.1,,
2005-10-01,3.78,199.1,134646,5.0,59.5,13324.204,66.1,54317.0,
2005-11-01,4.0,198.1,135001,5.0,59.3,,66.0,,
2005-12-01,4.16,198.1,135160,4.9,59.2,,66.0,,
2006-01-01,4.29,199.3,135425,4.7,59.1,13599.16,66.0,54927.0,
2006-02-01,4.49,199.4,135732,4.8,59.3,,66.1,,
2006-03-01,4.59,199.7,136041,4.7,59.2,,66.2,,20.05
2006-04-01,4.79,200.7,136210,4.7,59.2,13753.424,66.1,54945.0,20.15
2006-05-01,4.94,201.3,136247,4.6,59.2,,66.1,,20.13
2006-06-01,4.99,201.8,136328,4.6,59.5,,66.2,,20.23
2006-07-01,5.24,202.9,136522,4.7,59.6,13870.188,66.1,54886.0,20.29
2006-08-01,5.25,203.8,136688,4.7,59.5,,66.2,,20.32
2006-09-01,5.25,202.8,136825,4.5,59.3,,66.1,,20.41
2006-10-01,5.25,201.9,136849,4.4,59.4,14039.56,66.2,55216.0,20.43
2006-11-01,5.25,202.0,137068,4.5,59.5,,66.3,,20.49
2006-12-01,5.24,203.1,137251,4.4,59.5,,66.4,,20.57
2007-01-01,5.25,203.437,137475,4.6,59.5,14215.651,66.4,55260.0,20.59
2007-02-01,5.26,204.226,137556,4.5,59.4,,66.3,,20.68
2007-03-01,5.26,205.288,137782,4.4,59.4,,66.2,,20.73
2007-04-01,5.25,205.904,137842,4.5,58.9,14402.082,65.9,55474.0,20.78
2007-05-01,5.25,206.755,137993,4.4,59.1,,66.0,,20.84
2007-06-01,5.25,207.234,138072,4.6,59.3,,66.0,,20.95
2007-07-01,5.26,207.603,138042,4.7,59.3,14564.117,66.0,55649.0,20.95
2007-08-01,5.02,207.667,138017,4.6,59.2,,65.8,,21.0
2007-09-01,4.94,208.547,138103,4.7,59.5,,66.0,,21.04
2007-10-01,4.76,209.19,138175,4.7,59.2,14715.058,65.8,55857.0,21.06
2007-11-01,4.49,210.834,138291,4.7,59.4,,66.0,,21.12
2007-12-01,4.24,211.445,138396,5.0,59.4,,66.0,,21.17
2008-01-01,3.94,212.174,138397,5.0,59.5,14706.538,66.2,55497.0,21.2
2008-02-01,2.98,212.687,138326,4.9,59.3,,66.0,,21.26
2008-03-01,2.61,213.448,138256,5.1,59.5,,66.1,,21.36
2008-04-01,2.28,213.942,138037,5.0,59.4,14865.701,65.9,55705.0,21.38
2008-05-01,1.98,215.208,137847,5.4,59.6,,66.1,,21.47
2008-06-01,2.0,217.463,137689,5.6,59.5,,66.1,,21.51
2008-07-01,2.01,219.016,137492,5.8,59.4,14898.999,66.1,55278.0,21.6
2008-08-01,2.0,218.69,137209,6.1,59.6,,66.1,,21.7
2008-09-01,1.81,218.877,136759,6.1,59.4,,66.0,,21.72
2008-10-01,0.97,216.995,136294,6.5,59.6,14608.209,66.0,53941.0,21.76
2008-11-01,0.39,213.153,135546,6.8,59.5,,65.9,,21.87
2008-12-01,0.16,211.398,134848,7.3,59.5,,65.8,,21.94
2009-01-01,0.15,211.933,134066,7.8,59.4,14430.902,65.7,53221.0,21.96
2009-02-01,0.22,212.705,133314,8.3,59.5,,65.8,,21.99
2009-03-01,0.18,212.495,132494,8.7,59.5,,65.6,,22.06
2009-04-01,0.15,212.709,131825,9.0,59.4,14381.236,65.7,53017.0,22.09
2009-05-01,0.18,213.022,131470,9.4,59.4,,65.7,,22.11
2009-06-01,0.21,214.79,131003,9.5,59.5,,65.7,,22.14
2009-07-01,0.16,214.726,130661,9.5,59.4,14448.882,65.5,53081.0,22.18
2009-08-01,0.16,215.445,130480,9.6,59.2,,65.4,,22.23
2009-09-01,0.15,215.861,130241,9.8,58.9,,65.1,,22.27
2009-10-01,0.12,216.509,130061,10.0,58.8,14651.249,65.0,53531.0,22.3
2009-11-01,0.12,217.234,130059,9.9,58.9,,65.0,,22.35
2009-12-01,0.12,217.347,129807,9.9,58.6,,64.6,,22.36
2010-01-01,0.11,217.488,129795,9.8,58.8,14764.61,64.8,53683.0,22.41
2010-02-01,0.13,217.281,129702,9.8,58.9,,64.9,,22.45
2010-03-01,0.16,217.353,129865,9.9,58.8,,64.9,,22.46
2010-04-01,0.2,217.403,130115,9.9,58.9,14980.193,65.2,54100.0,22.49
2010-05-01,0.2,217.29,130645,9.6,58.8,,64.9,,22.53
2010-06-01,0.18,217.199,130501,9.4,58.5,,64.6,,22.53
2010-07-01,0.18,217.605,130420,9.4,58.4,15141.607,64.6,54401.0,22.59
2010-08-01,0.19,217.923,130423,9.5,58.6,,64.7,,22.62
2010-09-01,0.19,218.275,130340,9.5,58.5,,64.6,,22.67
2010-10-01,0.19,219.035,130620,9.4,58.4,15309.474,64.4,54569.0,22.74
2010-11-01,0.19,219.59,130754,9.8,58.6,,64.6,,22.73
2010-12-01,0.18,220.472,130836,9.3,58.3,,64.3,,22.76
2011-01-01,0.17,221.187,130839,9.1,58.3,15351.448,64.2,54341.0,22.86
2011-02-01,0.16,221.898,131054,9.0,58.1,,64.1,,22.87
2011-03-01,0.14,223.046,131278,9.0,58.3,,64.2,,22.87
2011-04-01,0.1,224.093,131604,9.1,58.3,15557.539,64.2,54610.0,22.91
2011-05-01,0.09,224.806,131704,9.0,58.1,,64.1,,22.98
2011-06-01,0.09,224.806,131936,9.1,58.0,,64.0,,23.01
2011-07-01,0.07,225.395,131992,9.0,58.0,15647.68,64.0,54482.0,23.1
2011-08-01,0.1,226.106,132123,9.0,58.1,,64.1,,23.07
2011-09-01,0.08,226.597,132346,9.0,58.3,,64.2,,23.12
2011-10-01,0.07,226.75,132557,8.8,58.1,15842.259,64.1,54979.0,23.2
2011-11-01,0.08,227.169,132701,8.6,58.0,,64.1,,23.19
2011-12-01,0.07,227.223,132902,8.5,57.8,,64.0,,23.22
2012-01-01,0.08,227.842,133243,8.3,57.7,16068.805,63.7,55342.0,23.25
2012-02-01,0.1,228.329,133521,8.3,57.8,,63.8,,23.28
2012-03-01,0.13,228.807,133745,8.2,57.8,,63.8,,23.36
2012-04-01,0.14,229.187,133828,8.2,57.6,16207.115,63.7,55490.0,23.39
2012-05-01,0.16,228.713,133935,8.2,57.7,,63.7,,23.4
2012-06-01,0.16,228.524,134008,8.2,57.7,,63.8,,23.46
2012-07-01,0.16,228.59,134153,8.2,57.6,16319.541,63.7,55454.0,23.5
2012-08-01,0.13,229.918,134329,8.1,57.6,,63.5,,23.48
2012-09-01,0.14,231.015,134512,7.8,57.6,,63.6,,23.57
2012-10-01,0.16,231.638,134672,7.8,57.7,16420.419,63.8,55403.0,23.56
2012-11-01,0.16,231.249,134831,7.7,57.6,,63.6,,23.63
2012-12-01,0.16,231.221,135074,7.9,57.7,,63.7,,23.73
2013-01-01,0.14,231.679,135263,8.0,57.5,16648.189,63.7,55859.0,23.75
2013-02-01,0.15,232.937,135548,7.7,57.3,,63.4,,23.78
2013-03-01,0.14,232.282,135690,7.5,57.2,,63.3,,23.8
2013-04-01,0.15,231.797,135876,7.6,57.3,16728.687,63.4,55914.0,23.87
2013-05-01,0.11,231.893,136090,7.5,57.3,,63.4,,23.89
2013-06-01,0.09,232.445,136269,7.5,57.4,,63.4,,23.96
2013-07-01,0.09,232.9,136391,7.3,57.3,16953.838,63.3,56272.0,23.98
2013-08-01,0.08,233.456,136634,7.2,57.3,,63.3,,24.02
2013-09-01,0.08,233.544,136819,7.2,57.1,,63.2,,24.06
2013-10-01,0.09,233.669,137039,7.2,56.8,17192.019,62.8,56642.0,24.09
2013-11-01,0.08,234.1,137312,6.9,56.9,,63.0,,24.16
2013-12-01,0.09,234.719,137367,6.7,57.0,,62.9,,24.18
2014-01-01,0.07,235.288,137551,6.6,57.0,17197.738,62.9,56345.0,24.23
2014-02-01,0.07,235.547,137710,6.7,57.2,,62.9,,24.33
2014-03-01,0.08,236.028,137987,6.7,57.2,,63.1,,24.32
2014-04-01,0.09,236.468,138298,6.2,57.0,17518.508,62.8,56968.0,24.34
2014-05-01,0.09,236.918,138500,6.3,57.1,,62.9,,24.4
2014-06-01,0.1,237.231,138833,6.1,56.9,,62.8,,24.46
2014-07-01,0.09,237.498,139076,6.2,56.9,17804.228,62.9,57536.0,24.48
2014-08-01,0.09,237.46,139257,6.1,56.9,,62.9,,24.54
2014-09-01,0.09,237.477,139564,5.9,56.8,,62.8,,24.55
2014-10-01,0.09,237.43,139804,5.7,57.1,17912.079,62.9,57702.0,24.58
2014-11-01,0.09,236.983,140088,5.8,57.0,,62.9,,24.66
2014-12-01,0.12,236.252,140366,5.6,56.7,,62.8,,24.62
2015-01-01,0.11,234.747,140562,5.7,56.9,18063.529,62.9,58121.0,24.75
2015-02-01,0.11,235.342,140831,5.5,56.6,,62.7,,24.79
2015-03-01,0.11,235.976,140925,5.4,56.6,,62.6,,24.86
2015-04-01,0.12,236.222,141202,5.4,56.7,18279.784,62.8,58376.0,24.89
2015-05-01,0.12,237.001,141539,5.6,56.9,,62.9,,24.97
2015-06-01,0.13,237.657,141695,5.3,56.8,,62.7,,24.97
2015-07-01,0.13,238.034,141989,5.2,56.6,18401.626,62.6,58486.0,25.0
2015-08-01,0.14,238.033,142130,5.1,56.7,,62.6,,25.09
2015-09-01,0.14,237.498,142265,5.0,56.4,,62.4,,25.11
2015-10-01,0.12,237.733,142584,5.0,56.6,18435.137,62.5,58470.0,25.19
2015-11-01,0.12,238.017,142810,5.1,56.8,,62.5,,25.25
2015-12-01,0.24,237.761,143083,5.0,56.8,,62.7,,25.24
2016-01-01,0.34,237.652,143196,4.8,56.9,18525.933,62.7,58704.0,25.38
2016-02-01,0.38,237.336,143411,4.9,56.8,,62.8,,25.38
2016-03-01,0.36,238.08,143666,5.0,57.1,,63.0,,25.45
2016-04-01,0.37,238.992,143856,5.1,56.9,18711.702,62.9,58787.0,25.53
2016-05-01,0.37,239.557,143901,4.8,56.8,,62.7,,25.58
2016-06-01,0.38,240.222,144152,4.9,56.6,,62.7,,25.62
2016-07-01,0.39,240.101,144515,4.8,56.6,18892.639,62.8,59084.0,25.69
2016-08-01,0.4,240.545,144664,4.9,56.8,,62.9,,25.72
2016-09-01,0.4,241.176,144961,5.0,56.8,,62.9,,25.77
2016-10-01,0.4,241.741,145069,4.9,56.8,19089.379,62.8,59296.0,25.89
2016-11-01,0.41,242.026,145188,4.7,56.7,,62.7,,25.9
2016-12-01,0.54,242.637,145410,4.7,56.7,,62.7,,25.92
2017-01-01,0.65,243.618,145636,4.7,56.9,19280.084,62.8,59494.0,26.0
2017-02-01,0.66,244.006,145848,4.6,57.0,,62.9,,26.07
2017-03-01,0.79,243.892,145976,4.4,57.2,,62.9,,26.11
2017-04-01,0.9,244.193,146173,4.4,57.2,19438.643,63.0,59736.0,26.17
2017-05-01,0.91,244.004,146389,4.4,57.1,,62.8,,26.21
2017-06-01,1.04,244.163,146588,4.3,57.0,,62.8,,26.26
2017-07-01,1.15,244.243,146772,4.3,57.2,19692.595,62.9,60099.0,26.36
2017-08-01,1.16,245.183,146907,4.4,57.1,,62.9,,26.38
2017-09-01,1.15,246.435,146999,4.3,57.2,,63.1,,26.49
2017-10-01,1.15,246.626,147146,4.2,56.8,20037.088,62.7,60674.0,26.49
2017-11-01,1.16,247.284,147375,4.2,57.0,,62.7,,26.53
2017-12-01,1.3,247.805,147521,4.1,56.8,,62.7,,26.61
2018-01-01,1.41,248.859,147667,4.0,56.7,20328.553,62.7,61093.0,26.73
2018-02-01,1.42,249.529,148054,4.1,57.1,,63.0,,26.75
2018-03-01,1.51,249.577,148280,4.0,56.9,,62.9,,26.86
2018-04-01,1.69,250.227,148426,4.0,56.9,20580.912,62.9,61336.0,26.91
2018-05-01,1.7,250.792,148755,3.8,56.9,,62.9,,26.98
2018-06-01,1.82,251.018,148968,4.0,57.2,,63.0,,27.04
2018-07-01,1.91,251.214,149023,3.8,57.4,20798.73,63.0,61622.0,27.09
2018-08-01,1.91,251.663,149274,3.8,56.9,,62.6,,27.2
2018-09-01,1.95,252.182,149361,3.7,57.1,,62.8,,27.32
2018-10-01,2.19,252.772,149525,3.8,57.3,20917.867,62.9,61619.0,27.37
2018-11-01,2.2,252.594,149622,3.8,57.3,,62.9,,27.44
2018-12-01,2.27,252.767,149804,3.9,57.4,,63.0,,27.55
2019-01-01,2.4,252.561,150062,4.0,57.5,21111.6,63.1,61939.0,27.59
2019-02-01,2.4,253.319,150067,3.8,57.6,,63.1,,27.71
2019-03-01,2.41,254.277,150294,3.8,57.4,,63.0,,27.8
2019-04-01,2.42,255.233,150602,3.7,57.1,21397.938,62.8,62385.0,27.78
2019-05-01,2.39,255.296,150640,3.6,57.1,,62.9,,27.86
2019-06-01,2.38,255.213,150844,3.6,57.2,,63.0,,27.95
2019-07-01,2.4,255.802,150934,3.7,57.2,21717.171,63.1,63022.0,28.02
2019-08-01,2.13,256.036,151155,3.6,57.4,,63.1,,28.13
2019-09-01,2.04,256.43,151358,3.5,57.6,,63.2,,28.17
2019-10-01,1.83,257.155,151458,3.6,57.7,21933.217,63.3,63360.0,28.23
2019-11-01,1.55,257.879,151666,3.6,57.6,,63.3,,28.35
2019-12-01,1.55,258.63,151792,3.6,57.8,,63.3,,28.37
2020-01-01,1.55,258.906,152045,3.6,57.9,21727.657,63.3,62416.0,28.44
2020-02-01,1.58,259.246,152309,3.5,58.0,,63.3,,28.55
2020-03-01,0.65,258.15,150898,4.4,57.2,,62.6,,28.77
2020-04-01,0.05,256.126,130421,14.8,54.6,19935.444,60.1,57449.0,30.01
2020-05-01,0.05,255.848,133040,13.2,55.2,,60.8,,29.72
2020-06-01,0.08,257.004,137655,11.0,56.0,,61.5,,29.38
2020-07-01,0.09,258.408,139240,10.2,56.1,21684.551,61.5,61915.0,29.38
2020-08-01,0.1,259.366,140774,8.4,56.0,,61.7,,29.48
2020-09-01,0.09,259.951,141820,7.8,55.7,,61.5,,29.51
2020-10-01,0.09,260.249,142493,6.8,55.9,22068.767,61.7,62554.0,29.54
2020-11-01,0.09,260.895,142761,6.7,55.9,,61.5,,29.63
2020-12-01,0.09,262.005,142518,6.7,56.0,,61.5,,29.9
2021-01-01,0.09,262.518,142916,6.4,55.7,22656.793,61.3,63428.0,29.93
2021-02-01,0.08,263.583,143443,6.2,55.9,,61.4,,30.06
2021-03-01,0.07,264.91,144274,6.1,56.2,,61.5,,30.06
2021-04-01,0.07,266.752,144593,6.1,56.1,23368.861,61.6,64392.0,30.21
2021-05-01,0.06,268.452,145044,5.8,55.9,,61.5,,30.39
2021-06-01,0.08,270.664,145822,5.9,56.1,,61.7,,30.54
2021-07-01,0.1,271.994,146761,5.4,56.1,23921.991,61.8,64877.0,30.65
2021-08-01,0.09,272.789,147226,5.1,56.1,,61.8,,30.77
2021-09-01,0.08,273.887,147706,4.7,56.0,,61.7,,30.95
2021-10-01,0.08,276.434,148566,4.5,56.1,24777.038,61.8,65986.0,31.15
2021-11-01,0.08,278.799,149197,4.1,56.3,,61.9,,31.24
2021-12-01,0.08,280.808,149763,3.9,56.5,,62.0,,31.4
2022-01-01,0.08,282.39,150014,4.0,56.8,25215.491,62.2,65779.0,31.63
2022-02-01,0.08,284.535,150876,3.8,56.7,,62.2,,31.65
2022-03-01,0.2,287.553,151370,3.6,56.9,,62.3,,31.84
2022-04-01,0.33,288.764,151642,3.7,56.7,25805.791,62.2,65760.0,31.95
2022-05-01,0.77,291.359,151928,3.6,56.9,,62.3,,32.08
2022-06-01,1.21,294.996,152348,3.6,56.8,,62.2,,32.2
2022-07-01,1.68,294.977,153038,3.5,56.8,26272.011,62.1,66115.0,32.33
2022-08-01,2.33,295.209,153281,3.6,57.1,,62.4,,32.44
2022-09-01,2.56,296.341,153536,3.5,56.8,,62.3,,32.54
2022-10-01,3.08,297.863,153897,3.6,56.6,26734.277,62.3,66575.0,32.7
2022-11-01,3.78,298.648,154155,3.6,56.5,,62.1,,32.83
2022-12-01,4.1,298.812,154291,3.5,56.8,,62.3,,32.94
2023-01-01,4.33,300.356,154773,3.4,57.1,27164.359,62.4,66967.0,33.07
2023-02-01,4.57,301.509,155060,3.6,57.2,,62.5,,33.15
2023-03-01,4.65,301.744,155206,3.5,57.2,,62.6,,33.31
2023-04-01,4.83,303.032,155484,3.4,57.3,27453.815,62.6,67295.0,33.44
2023-05-01,5.06,303.365,155787,3.7,57.3,,62.6,,33.54
2023-06-01,5.08,304.003,156027,3.6,57.3,,62.6,,33.7
2023-07-01,5.12,304.628,156211,3.5,57.4,27967.697,62.6,67916.0,33.84
2023-08-01,5.33,306.187,156421,3.8,57.6,,62.8,,33.91
2023-09-01,5.33,307.288,156667,3.8,57.5,,62.8,,34.01
2023-10-01,5.33,307.531,156832,3.8,57.6,28296.967,62.7,68351.0,34.1
2023-11-01,5.33,308.024,157014,3.7,57.4,,62.8,,34.23
2023-12-01,5.33,308.742,157304,3.7,57.1,,62.5,,34.34
2024-01-01,5.33,309.685,157560,3.7,57.5,28624.069,62.5,68549.0,34.51
2024-02-01,5.33,311.054,157796,3.9,57.6,,62.5,,34.56
2024-03-01,5.33,312.23,158106,3.8,57.6,,62.7,,34.69
2024-04-01,5.33,313.207,158214,3.9,57.7,29016.714,62.7,68977.0,34.75
2024-05-01,5.33,313.225,158430,4.0,57.6,,62.5,,34.88
2024-06-01,5.33,313.049,158548,4.1,57.3,,62.6,,34.99
2024-07-01,5.33,313.534,158692,4.3,57.5,29349.924,62.7,69357.0,35.07
2024-08-01,5.33,314.121,158770,4.2,57.8,,62.7,,35.22
2024-09-01,5.13,314.686,158993,4.1,57.6,,62.7,,35.33
2024-10-01,4.83,315.454,159005,4.1,57.3,,62.6,,35.46
